Park,Point transect,Point transect identification,Ecoregion,Universal Transverse Mercator Zone,Easting coordinate,Northing coordinate,Elevation,Date and Time,Temperature,Sky condition,Wind speed (km/h),Duration of survey (min),Species
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2008-06-29 5:38,15.1,Clear,1,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2015-06-26 5:22,9.3,broken,1.3,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2009-06-30 5:52,-1.4,Scattered,4.6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2014-06-23 5:28,6,clear,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2016-07-05 5:34,1.2,broken,0.9,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2007-07-18 6:17,14,Broken,6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2010-07-09 5:28,9.5,Clear,2.8,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2008-06-29 5:38,15.1,Clear,1,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2015-06-26 5:22,9.3,broken,1.3,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2009-06-30 5:52,-1.4,Scattered,4.6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2014-06-23 5:28,6,clear,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2016-07-05 5:34,1.2,broken,0.9,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2007-07-18 6:17,14,Broken,6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2010-07-09 5:28,9.5,Clear,2.8,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2008-06-29 5:38,15.1,Clear,1,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2015-06-26 5:22,9.3,broken,1.3,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2009-06-30 5:52,-1.4,Scattered,4.6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2014-06-23 5:28,6,clear,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2016-07-05 5:34,1.2,broken,0.9,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2007-07-18 6:17,14,Broken,6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2010-07-09 5:28,9.5,Clear,2.8,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2008-06-29 5:38,15.1,Clear,1,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2015-06-26 5:22,9.3,broken,1.3,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2009-06-30 5:52,-1.4,Scattered,4.6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2014-06-23 5:28,6,clear,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2016-07-05 5:34,1.2,broken,0.9,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2007-07-18 6:17,14,Broken,6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2010-07-09 5:28,9.5,Clear,2.8,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2008-06-29 5:38,15.1,Clear,1,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2015-06-26 5:22,9.3,broken,1.3,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2009-06-30 5:52,-1.4,Scattered,4.6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2014-06-23 5:28,6,clear,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2016-07-05 5:34,1.2,broken,0.9,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2007-07-18 6:17,14,Broken,6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2010-07-09 5:28,9.5,Clear,2.8,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2008-06-29 5:38,15.1,Clear,1,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2015-06-26 5:22,9.3,broken,1.3,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2009-06-30 5:52,-1.4,Scattered,4.6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2014-06-23 5:28,6,clear,0,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2016-07-05 5:34,1.2,broken,0.9,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2007-07-18 6:17,14,Broken,6,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2010-07-09 5:28,9.5,Clear,2.8,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2013-06-26 5:38,5.3,Broken,2.5,10,
JNP,Cavell Meadows,2,Alpine,11N,429841,5837112,2050,2011-07-10 5:22,7.1,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2016-07-05 6:04,3.1,broken,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2013-06-26 6:09,5.4,Broken,17,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2015-06-26 5:54,7.8,broken,3.6,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2008-06-29 6:10,12.1,Clear,11,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2007-07-18 6:47,13,Broken,5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2014-06-23 6:03,7.9,scattered,304,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2010-07-09 6:02,12.4,Clear,5.5,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2011-07-10 5:49,7,overcast,0,10,
JNP,Cavell Meadows,3,Alpine,11N,430115,5836867,2124,2009-06-30 6:23,1.3,Scattered,2.5,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2011-07-10 6:13,5,overcast,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2016-07-05 6:42,2.1,broken,0,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2015-06-26 6:24,8.7,broken,2.8,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2013-06-26 6:35,5,Broken,1.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2007-07-18 7:20,15.5,Broken,3,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2010-07-09 6:32,12,Clear,2.6,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2008-06-29 6:42,11.1,Clear,12,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2009-06-30 6:51,1,Scattered,4,10,
JNP,Cavell Meadows,4,Alpine,11N,430141,5837157,2119,2014-06-23 6:35,8.2,scattered,1,10,
