Park,Location,PointID,Year,Month,Day,Species,Time.1st.Detected,#detected_0-3m20s,#detected_3m21s-6m40s,#detected_6m41s-10m,Behaviour,UTM_11U_x,UTM_11u_y
BNP,Arnica,1,2011,6,12,TOSO,5.58,0,1,1,Singing,567771,5677040
BNP,Arnica,1,2011,6,12,PAWR,7.2,0,0,1,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,AMRO,0.01,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,PAWR,0.02,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,OSFL,0.02,2,0,1,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,TOWA,7.0000000000000007E-2,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,YRWA,0.42,2,2,2,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,CHSP,1.1599999999999999,1,1,0,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,SWTH,1.52,1,0,1,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,RCKI,2.2599999999999998,1,1,0,Singing,567771,5677040
BNP,Arnica,1,2013,6,10,CORA,3.46,0,1,1,Calling,567771,5677040
BNP,Arnica,1,2013,6,10,RESQ,6.44,0,0,1,Calling,567771,5677040
BNP,Arnica,1,2014,6,24,SWTH,0,3,3,3,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,AMRO,0.08,1,0,0,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,YRWA,0.12,1,2,1,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,WIWA,0.3,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,RESQ,1.47,1,1,1,Calling,567771,5677040
BNP,Arnica,1,2014,6,24,HAFL,2.23,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,DEJU,3.18,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,TOWA,4.1900000000000004,0,1,1,Singing,567771,5677040
BNP,Arnica,1,2014,6,24,RCKI,4.32,0,1,1,Singing,567771,5677040
BNP,Arnica,1,2015,6,9,AMRO,0,1,1,2,Singing,567771,5677040
BNP,Arnica,1,2015,6,9,YRWA,0.01,1,2,2,Singing,567771,5677040
BNP,Arnica,1,2015,6,9,SWTH,0.03,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2015,6,9,CHSP,0.03,2,1,2,Singing,567771,5677040
BNP,Arnica,1,2015,6,9,TOSO,0.41,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2015,6,9,OSFL,2.2400000000000002,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,AMRO,0,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,YRWA,0.04,2,2,2,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,SWTH,0.22,1,1,1,C,567771,5677040
BNP,Arnica,1,2017,6,6,SPSA,0.23,1,0,1,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,DEJU,1.35,1,1,0,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,PAWR,2.35,1,0,0,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,TOWA,3.03,1,2,2,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,HETH,3.45,0,1,1,Singing,567771,5677040
BNP,Arnica,1,2017,6,6,RCKI,9.25,0,0,1,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,CHSP,0,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,AMRO,0,2,2,2,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,PAWR,0.42,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,CAVI,1,1,0,0,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,OSFL,1.03,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,CCSP,2.0699999999999998,1,0,0,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,SWTH,2.2999999999999998,1,1,2,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,HETH,2.58,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,YRWA,4.01,0,1,2,Singing,567771,5677040
BNP,Arnica,1,2018,6,13,PISI,5.21,0,1,1,Calling,567771,5677040
BNP,Arnica,1,2018,6,13,TOWA,6.59,0,0,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,WAVI,0,2,1,2,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,AMRO,0,1,2,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,DEJU,0.01,1,1,2,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,GCKI,0.03,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,TOWA,0.04,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,RCKI,7.0000000000000007E-2,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,HETH,0.09,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,PAWR,0.1,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,YRWA,0.11,1,1,2,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,VATH,0.2,1,1,0,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,OSFL,0.27,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,SWTH,1.19,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,NOWA,5.0199999999999996,0,1,0,Singing,567771,5677040
BNP,Arnica,1,2019,6,12,CORA,5.05,0,2,1,Calling,567771,5677040
BNP,Arnica,1,2020,6,13,SWTH,0.04,3,3,3,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,RESQ,0.1,1,0,0,Calling,567771,5677040
BNP,Arnica,1,2020,6,13,PISI,0.16,5,1,0,Calling,567771,5677040
BNP,Arnica,1,2020,6,13,CHSP,0.43,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,DUFL,0.47,1,0,0,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,YRWA,1.0900000000000001,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,PAWR,2.34,1,1,1,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,SPSA,4.09,0,1,0,Calling,567771,5677040
BNP,Arnica,1,2020,6,13,DEJU,4.5199999999999996,0,1,0,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,VATH,6,0,1,1,Singing,567771,5677040
BNP,Arnica,1,2020,6,13,WETA,6.05,0,1,0,Singing,567771,5677040
BNP,Arnica,2,2007,6,15,PISI,0.02,1,1,0,Calling,568063,5676888
BNP,Arnica,2,2007,6,15,AMRO,0.04,2,0,0,Calling,568063,5676888
BNP,Arnica,2,2007,6,15,SWTH,0.08,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,PAWR,0.12,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,WAVI,0.36,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,YRWA,0.4,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,OSFL,1.21,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,MOCH,2.13,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2007,6,15,FOSP,3.1,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,SPSA,3.26,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2007,6,15,RESQ,3.41,0,1,1,Calling,568063,5676888
BNP,Arnica,2,2007,6,15,TOWA,6.27,0,1,2,Singing,568063,5676888
BNP,Arnica,2,2007,6,15,WEWP,8.4700000000000006,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2008,7,9,WAVI,0.01,2,2,1,Singing,568063,5676888
BNP,Arnica,2,2008,7,9,RESQ,0.02,2,1,2,Calling,568063,5676888
BNP,Arnica,2,2008,7,9,SWTH,0.13,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2008,7,9,PISI,0.14000000000000001,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2008,7,9,CHSP,0.17,1,2,2,Singing,568063,5676888
BNP,Arnica,2,2008,7,9,BCHU,0.22,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2008,7,9,BCCH,0.33,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2008,7,9,AMRO,0.48,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2008,7,9,NOFL,1.23,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2008,7,9,RBNU,1.54,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2008,7,9,CLNU,4.46,0,1,1,Calling,568063,5676888
BNP,Arnica,2,2008,7,9,YRWA,7.18,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,DUFL,0.01,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,AMRO,0.01,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,OSFL,0.02,1,1,2,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,WIWA,0.04,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,YRWA,0.09,1,1,2,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,SWTH,0.1,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,LISP,0.2,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,CHSP,1.57,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,RESQ,2.4,1,1,0,Calling,568063,5676888
BNP,Arnica,2,2009,6,27,ZZZZ,5.26,0,1,1,Flying,568063,5676888
BNP,Arnica,2,2009,6,27,VATH,5.59,0,1,0,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,DEJU,6.01,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,RCKI,6.17,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,TOWA,7.47,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,WAVI,8.34,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2009,6,27,PISI,9.2100000000000009,0,0,2,Calling,568063,5676888
BNP,Arnica,2,2011,6,12,OSFL,0.01,2,2,1,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,DUFL,0.02,2,1,1,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,PAWR,0.03,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,DEJU,0.12,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,YRWA,0.31,2,2,1,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,AMRO,0.4,1,1,2,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,MOCH,1.2,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2011,6,12,TOWA,3,1,1,2,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,FOSP,3.38,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2011,6,12,NOFL,6.45,0,0,1,Calling,568063,5676888
BNP,Arnica,2,2011,6,12,WIWA,7.14,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,PAWR,0.01,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,DEJU,0.01,1,0,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,YRWA,0.1,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,OSFL,0.12,1,1,2,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,TOWA,0.14000000000000001,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,RCKI,0.31,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,ZZZZ,0.49,1,1,0,Flying,568063,5676888
BNP,Arnica,2,2013,6,10,CHSP,1.22,1,2,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,HAWO,2.5299999999999998,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2013,6,10,SWTH,5.19,0,1,0,Calling,568063,5676888
BNP,Arnica,2,2013,6,10,PIGR,6.16,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2013,6,10,RESQ,9.16,0,0,1,Calling,568063,5676888
BNP,Arnica,2,2014,6,24,DEJU,0,1,0,1,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,WIWA,0.01,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,CHSP,0.01,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,WAVI,0.03,2,1,1,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,BEKI,0.03,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2014,6,24,OSFL,0.05,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,RESQ,0.09,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2014,6,24,HAFL,0.41,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,HETH,3.2,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,SWTH,3.53,0,2,2,Singing,568063,5676888
BNP,Arnica,2,2014,6,24,AMRO,4.21,0,1,0,Calling,568063,5676888
BNP,Arnica,2,2014,6,24,CLNU,4.24,0,1,0,Calling,568063,5676888
BNP,Arnica,2,2014,6,24,ZZZZ,5.16,0,1,1,Wing noise,568063,5676888
BNP,Arnica,2,2014,6,24,YRWA,5.52,0,1,0,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,AMRO,0,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,RCKI,0.01,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,CHSP,0.02,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,YRWA,0.11,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,WAVI,0.13,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,HAFL,0.15,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,GCKI,0.19,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,CLNU,0.25,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2015,6,9,VATH,0.38,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,RESQ,1.1100000000000001,1,1,0,Calling,568063,5676888
BNP,Arnica,2,2015,6,9,PAWR,1.55,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,SWTH,2.38,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,LISP,3.31,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,OSFL,3.54,0,1,0,Singing,568063,5676888
BNP,Arnica,2,2015,6,9,ZZZZ,8.4600000000000009,0,0,1,Wing noise,568063,5676888
BNP,Arnica,2,2015,6,9,CORA,8.48,0,0,1,Calling,568063,5676888
BNP,Arnica,2,2017,6,6,TOSO,0,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,MOCH,0.03,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,CHSP,0.04,2,0,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,SWTH,0.1,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,OSFL,0.23,1,0,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,FOSP,0.25,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,YRWA,0.3,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,RCKI,0.31,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,HETH,0.39,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,AMRO,1.3,1,0,0,C,568063,5676888
BNP,Arnica,2,2017,6,6,WAVI,1.44,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,PAWR,1.48,1,0,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,LISP,2.21,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,WIWA,3.21,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2017,6,6,PIKA,6.2,0,1,0,C,568063,5676888
BNP,Arnica,2,2018,6,13,SWTH,0,3,3,3,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,WAVI,0.02,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,HAFL,0.04,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,OSFL,0.11,2,1,0,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,RCKI,0.48,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,VATH,0.57999999999999996,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,CHSP,1.24,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,AMRO,1.39,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2018,6,13,YRWA,2.35,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,PISI,2.38,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2018,6,13,RUHU,5.15,0,1,0,Flight noise,568063,5676888
BNP,Arnica,2,2018,6,13,WIWA,6.42,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,GCKI,7.12,0,0,1,Singing,568063,5676888
BNP,Arnica,2,2018,6,13,AMDI,7.29,0,0,1,Calling,568063,5676888
BNP,Arnica,2,2018,6,13,UNWO,7.43,0,0,1,Drumming,568063,5676888
BNP,Arnica,2,2018,6,13,CEDW,9.23,0,0,1,Calling,568063,5676888
BNP,Arnica,2,2019,6,12,OSFL,0,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,GCKI,0.01,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,YRWA,0.03,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,WIWA,0.06,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,CHSP,7.0000000000000007E-2,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,HETH,0.11,2,2,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,SWTH,0.34,2,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,FOSP,0.55000000000000004,1,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,TOWA,1.57,1,1,2,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,CEDW,2.09,1,0,0,Calling,568063,5676888
BNP,Arnica,2,2019,6,12,SPSA,2.57,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2019,6,12,RCKI,4.3,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,PAWR,5.42,0,1,1,Singing,568063,5676888
BNP,Arnica,2,2019,6,12,RESQ,5.47,0,1,1,Calling,568063,5676888
BNP,Arnica,2,2020,6,11,YRWA,0,2,1,2,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,FOSP,0.01,1,0,0,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,OSFL,0.03,1,1,0,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,CHSP,0.03,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,SWTH,0.05,2,2,2,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,DEJU,0.05,2,2,0,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,PISI,0.08,1,1,1,Calling,568063,5676888
BNP,Arnica,2,2020,6,11,AMRO,1.03,1,2,2,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,GCKI,3.39,0,1,0,Singing,568063,5676888
BNP,Arnica,2,2020,6,11,WIWA,4.34,0,2,2,Singing,568063,5676888
BNP,Arnica,3,2007,6,15,TOWA,0.02,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,SWTH,0.04,2,2,2,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,YRWA,0.11,1,2,2,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,RESQ,0.14000000000000001,2,1,2,Calling,568332,5676929
BNP,Arnica,3,2007,6,15,NOWA,0.41,1,1,0,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,WAVI,1.04,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,SPSA,1.1499999999999999,1,1,1,Calling,568332,5676929
BNP,Arnica,3,2007,6,15,PAWR,1.25,1,0,0,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,CHSP,1.45,1,2,2,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,PISI,1.57,1,0,1,Calling,568332,5676929
BNP,Arnica,3,2007,6,15,OSFL,2.12,1,0,1,Singing,568332,5676929
BNP,Arnica,3,2007,6,15,MOCH,6.21,0,1,1,Calling,568332,5676929
BNP,Arnica,3,2007,6,15,GCKI,7.5,0,0,1,Calling,568332,5676929
BNP,Arnica,3,2008,7,9,SWTH,0.01,2,2,1,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,PISI,0.01,2,1,2,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,HETH,0.02,1,0,1,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,CHSP,0.05,1,2,2,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,AMRO,0.39,1,1,1,Calling,568332,5676929
BNP,Arnica,3,2008,7,9,RESQ,0.42,1,0,1,Calling,568332,5676929
BNP,Arnica,3,2008,7,9,YRWA,1.05,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,BCCH,1.1599999999999999,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,OSFL,2.34,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2008,7,9,RCKI,6.25,0,1,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,WIWA,0.01,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,SWTH,0.01,2,2,2,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,AMRO,0.02,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,TOWA,0.03,2,1,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,PISI,0.11,1,2,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,COLO,0.28999999999999998,1,0,0,Calling,568332,5676929
BNP,Arnica,3,2009,6,27,CHSP,1.43,2,0,0,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,YRWA,1.59,1,0,0,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,OSFL,2.0099999999999998,1,0,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,RESQ,3.59,0,1,1,Calling,568332,5676929
BNP,Arnica,3,2009,6,27,PAWR,5.43,0,1,1,Singing,568332,5676929
BNP,Arnica,3,2009,6,27,WAVI,7.46,0,0,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,YRWA,0.01,1,0,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,DUFL,0.01,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,PAWR,0.03,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,LISP,0.12,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,TOWA,0.14000000000000001,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,SPSA,0.23,1,0,0,Calling,568332,5676929
BNP,Arnica,3,2011,6,12,FOSP,0.28999999999999998,1,0,0,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,SWTH,0.54,1,0,1,Calling,568332,5676929
BNP,Arnica,3,2011,6,12,DEJU,2.4700000000000002,1,1,0,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,WIWA,4.22,0,1,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,AMRO,4.41,0,1,1,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,MOCH,5.39,0,1,0,Singing,568332,5676929
BNP,Arnica,3,2011,6,12,RCKI,7.21,0,0,1,Singing,568332,5676929
BNP,Arnica,3,2013,6,10,SWTH,0.01,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2013,6,10,HAFL,0.02,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2013,6,10,OSFL,0.04,1,1,2,Singing,568332,5676929
BNP,Arnica,3,2013,6,10,TOWA,0.09,1,1,2,Singing,568332,5676929
BNP,Arnica,3,2013,6,10,PAWR,0.1,1,1,1,Singing,568332,5676929
BNP,Arnica,3,2013,6,10,YRWA,0.26,1,1,0,Singing,568332,5676929
